MOFname,volume [A^3],weight [u],surface_area [m^2/g],void_fraction,void_volume [cm^3/g],functional_groups,metal_linker,organic_linker1,organic_linker2,topology,CO2/N2_selectivity,heat_adsorption_CO2_P0.15bar_T298K [kcal/mol]
mof_unit_pretest_1013,1300.975845,827.3316,1195.72,0.21841,0.2068,COOH,3,14,16,pcu,27.98345391,6.886276
mof_unit_pretest_1014,1539.490972,777.31444,2060.97,0.31501,0.3757,OH-Me,3,11,18,pcu,14.77296898,5.730853
mof_unit_pretest_1015,2020.46715,1545.02692,0.0,0.08479,0.0668,Me,4,12,15,acs,51.5106096,8.174660000000001
mof_unit_pretest_1016,1876.724441,859.4530060000001,2450.64,0.3298,0.4337,F-Et,3,16,19,pcu,11.36126935,4.832188
mof_unit_pretest_1017,5223.239976,2688.11824,1769.44,0.24534,0.2871,OMe-COOH,12,22,22,bcu,13.91808841,5.816978
mof_unit_pretest_1018,1346.209387,755.6311599999999,1663.34,0.25443,0.273,H-OMe,2,1,16,pcu,17.61182266,5.613829
mof_unit_pretest_1019,3951.018365,2809.34384,928.91,0.1769599999999999,0.1499,OH-H,4,11,15,acs,30.47673175,6.340446
mof_unit_pretest_1020,1120.515631,588.4725,2055.5,0.3104,0.3559,CN,2,4,12,pcu,11.82768165,4.889931
mof_unit_pretest_1021,1640.856364,1148.39064,805.44,0.2204,0.1896,SO3H-H,9,11,12,sra,19.66414986,6.232193
mof_unit_pretest_1022,1849.253972,859.4165199999999,2784.5,0.33528,0.4345,Me-OH,3,16,19,pcu,11.75361806,5.300563
mof_unit_pretest_1023,1635.376898,816.48626,1912.55,0.25144,0.3033,H-NHMe,3,13,22,pcu,12.68465606,5.731612
mof_unit_pretest_1024,2257.055703,969.97704,2715.75,0.2934199999999999,0.4112,H-OPr,2,2,14,pcu,12.88508191,5.399359
mof_unit_pretest_1025,2873.756657,1168.0766,3192.52,0.37114,0.5499,NHMe-H,2,4,29,pcu,14.44787753,4.636858999999999
mof_unit_pretest_1026,2419.0896390000003,1536.5,0.0,0.1491,0.1414,OH-HCO,9,18,19,sra,84.44803661,6.525215
mof_unit_pretest_1027,6852.611263,2314.8674,3860.35,0.43237,0.7708,Me-NO2,4,3,3,acs,10.50243551,5.193145
mof_unit_pretest_1028,1112.971065,805.65008,0.0,0.09848,0.0819,COOH-NH2,2,1,9,pcu,55.62239026,7.337749
mof_unit_pretest_1029,7866.517831,4036.66424,1715.67,0.23963,0.2812,OPr-Cl,4,2,17,acs,24.67810771,6.877605
mof_unit_pretest_1030,2071.908915,1233.23836,1505.42,0.21416,0.2167,OH-Cl,9,16,19,sra,58.35255251,6.872381
mof_unit_pretest_1031,1042.683692,644.98477,1720.09,0.26103,0.2541,H-I,3,10,23,pcu,11.32943444,5.27754
mof_unit_pretest_1032,5094.2573950000005,3326.077,1035.62,0.20096,0.1854,OMe-Cl,3,9,9,nbo,15.79603785,6.391227
mof_unit_pretest_1033,5170.914549,2739.12568,2232.69,0.33659,0.3827,Br-OH,12,12,22,bcu,13.3032637,5.087432
mof_unit_pretest_1034,2438.287063,1387.19933,2122.38,0.35543,0.3762,OMe-I,3,14,28,pcu,17.88321567,5.229024
mof_unit_pretest_1035,1980.390128,2075.668316,152.49,0.04492,0.0258,NO2-Cl,10,46,57,etb,94.57929564,7.754496
mof_unit_pretest_1036,1747.9693530000002,791.3474,2977.03,0.35143,0.4675,CN,3,14,26,pcu,13.01679924,5.9208620000000005
mof_unit_pretest_1037,6298.644652,2044.177,3021.09,0.5233399999999999,0.9711,H-NO2,9,3,28,sra,14.35655208,5.73791
mof_unit_pretest_1038,4846.215367,1708.4607600000002,3630.08,0.44421,0.7588,HCO-Ph,2,17,28,pcu,10.4818456,5.144529
mof_unit_pretest_1039,2195.750336,961.79424,3031.36,0.36918,0.5076,OH-NH2,2,18,19,pcu,8.410437525,4.813007
mof_unit_pretest_1040,1119.162516,692.12748,1386.41,0.20756,0.2021,Cl,3,4,22,pcu,17.53947564,5.149719
mof_unit_pretest_1041,1195.586546,812.62248,1464.76,0.22034,0.1952,Cl,3,5,26,pcu,19.22850007,5.727201999999999
mof_unit_pretest_1042,4350.886715,1883.26288,2765.32,0.35748,0.4974,CN-NHMe,4,2,25,acs,12.13843388,5.081318
mof_unit_pretest_1043,3499.399902,1452.87352,3243.83,0.33413,0.4846,NH2-Me,9,25,25,sra,14.61017559,5.359711
mof_unit_pretest_1044,2387.071746,1641.818089,699.57,0.12817,0.1122,NH2-F,9,2,23,sra,60.07767992,7.367868
mof_unit_pretest_1045,1790.697131,819.71642,2515.06,0.33139,0.436,Me-COOH,2,4,26,pcu,13.61622583,4.8571800000000005
mof_unit_pretest_1046,7822.987083,4890.33288,1435.19,0.27448,0.2644,OEt-Cl,2,40,41,fof,37.84924962,6.310414
mof_unit_pretest_1047,1103.516767,565.0754,2563.94,0.31596,0.3716,CN,3,1,12,pcu,11.84529566,4.941287
mof_unit_pretest_1048,4460.191401,2118.660252,2159.56,0.29569,0.3749,OPr-F,12,13,17,bcu,11.67930949,5.253823000000001
mof_unit_pretest_1049,2027.163389,1184.53676,1677.11,0.2455699999999999,0.2531,H,4,11,11,acs,18.98674291,5.7017370000000005
mof_unit_pretest_1050,1362.253021,1056.3396,687.21,0.12841,0.0997,OH-Ph,9,4,5,sra,16.63243523,5.896826
mof_unit_pretest_1051,1679.607574,828.7267,1762.01,0.24111,0.2943,NO2-Pr,2,11,23,pcu,28.63430988,5.989022
mof_unit_pretest_1052,2523.692634,1517.699242,1961.05,0.29606,0.2965,F-SO3H,3,11,28,pcu,24.43872338,6.406630000000001
mof_unit_pretest_1053,724.986468,627.0968799999999,0.0,0.10752,0.0749,COOH,3,10,15,pcu,66.94803102,8.456791
mof_unit_pretest_1054,1596.269619,1180.39928,668.88,0.1284,0.1046,NO2-NH2,9,12,22,sra,27.460215100000003,6.23588
mof_unit_pretest_1055,1827.433606,933.41708,2525.03,0.27563,0.325,NH2,3,10,29,pcu,29.03599284,6.805874
mof_unit_pretest_1056,7539.053176,4280.8408,1476.06,0.2611,0.2769,OEt,1,1,5,pcu,15.12145776,5.368983999999999
mof_unit_pretest_1057,2114.345771,1376.06408,0.0,0.15212,0.1408,Ph-Et,12,1,10,bcu,36.37378778,7.006216
mof_unit_pretest_1058,1962.09927,1530.9456,0.0,0.0,0.0,NH2-NHMe,9,2,16,sra,31.50298953,9.991093
mof_unit_pretest_1059,1648.471438,1289.59442,0.0,0.10795,0.0831,Me-NH2,4,1,5,acs,62.95679376,7.334763000000001
mof_unit_pretest_1060,2043.61955,1159.964152,1536.86,0.2425699999999999,0.2574,Me-F,2,18,22,pcu,16.0111468,5.605137
mof_unit_pretest_1061,813.9907900000001,541.45752,1112.77,0.18373,0.1663,Et,2,10,13,pcu,39.52493631,6.466516
mof_unit_pretest_1062,2232.547935,1051.77949,2770.0,0.3241699999999999,0.4144,OPr-I,2,16,25,pcu,15.45144551,5.362326
mof_unit_pretest_1063,1809.204905,1412.88104,0.0,0.0,0.0,Me-OEt,9,2,19,sra,31.1751302,9.77594
mof_unit_pretest_1064,3327.503627,1410.63098,2793.6,0.3658099999999999,0.5196,OPr-CN,1,16,16,pcu,10.45281877,4.828254
mof_unit_pretest_1065,2056.381431,1252.76464,1560.97,0.2338599999999999,0.2312,SO3H-NH2,12,1,10,bcu,28.56901414,6.458264
mof_unit_pretest_1066,2114.408345,1258.40608,627.6,0.1109599999999999,0.1123,Ph-Et,2,13,21,pcu,18.08058939,5.761645
mof_unit_pretest_1067,3841.282091,2222.689851,1126.74,0.2106699999999999,0.2193,Ph-F,3,3,24,pcu,9.105513565,6.203481
mof_unit_pretest_1068,5059.986469,2343.5952,2644.14,0.34988,0.4549,H,12,4,4,bcu,18.08616907,5.491787
mof_unit_pretest_1069,1415.448285,1136.47392,0.0,0.0,0.0,NHMe,9,5,2,sra,39.31116938,9.11156
mof_unit_pretest_1070,1649.637755,1442.2750199999998,0.0,0.0768399999999999,0.0529,SO3H-Cl,2,14,25,pcu,40.104404,7.978903999999999
mof_unit_pretest_1071,3111.364137,1256.0202800000002,2214.42,0.32468,0.4844,OPr,3,3,5,pcu,15.22715525,6.368812999999999
mof_unit_pretest_1072,2954.341089,969.61328,3741.15,0.43198,0.7926,OEt,3,3,10,pcu,9.405801694,5.6612290000000005
mof_unit_pretest_1073,1967.164755,1710.716442,0.0,0.0998899999999999,0.0692,SO3H-F,9,1,13,sra,56.56607095,8.692424
mof_unit_pretest_1074,4365.047284,2566.64176,0.0,0.21798,0.2232,H-NO2,1,9,15,pcu,26.66706743,6.2959
mof_unit_pretest_1075,1535.01028,773.58752,2443.71,0.31943,0.3817,Cl-NHMe,3,11,18,pcu,13.16086478,4.952271
mof_unit_pretest_1076,4216.075149,1990.821516,1826.84,0.38527,0.4914,NHMe-H,10,43,54,etb,28.42922959,5.249536
mof_unit_pretest_1077,2013.349994,1911.43364,519.73,0.134,0.085,OMe-I,2,16,18,pcu,34.87839916,7.491802000000001
mof_unit_pretest_1078,2260.878741,1611.74676,976.02,0.20167,0.1704,I-NHMe,2,13,17,pcu,19.47017903,5.691387000000001
mof_unit_pretest_1079,2034.307031,989.8408,2510.82,0.30112,0.3727,NO2-OH,2,18,22,pcu,14.93700781,5.274883999999999
mof_unit_pretest_1080,1047.641511,601.14572,1464.19,0.21197,0.2225,H-OEt,3,10,25,pcu,17.07708498,5.928462000000001
mof_unit_pretest_1081,2340.299689,983.72752,2874.97,0.3376099999999999,0.4837,Me-H,3,18,22,pcu,12.80417067,5.385669
mof_unit_pretest_1082,2431.209292,1280.68184,1583.08,0.20196,0.2309,H-Et,9,18,19,sra,48.39577964,7.055573
mof_unit_pretest_1083,1609.839604,735.6446,2500.2,0.34996,0.4612,H,2,13,15,pcu,14.98514231,5.246582
mof_unit_pretest_1084,2980.699522,1444.4616,2375.71,0.34143,0.4243,OMe-Cl,3,17,18,pcu,12.42061826,5.146109
mof_unit_pretest_1085,11177.90988,5091.89296,2586.19,0.39358,0.5203,OPr-NO2,3,15,19,nbo,17.19058848,5.462437
mof_unit_pretest_1086,3383.527673,1656.40404,1714.16,0.2375199999999999,0.2922,OPr-HCO,3,8,16,pcu,15.98543971,6.312725
mof_unit_pretest_1087,4545.148069,2308.47264,1752.33,0.2655,0.3148,OEt-NO2,4,6,25,acs,16.02755364,4.985193
mof_unit_pretest_1088,1758.778144,737.34154,2857.4,0.37935,0.5449,NH2-NHMe,3,4,26,pcu,11.4526447,5.045304
mof_unit_pretest_1089,5273.432292,2504.18896,2346.24,0.28201,0.3576,Et,12,22,22,bcu,11.90805013,5.668327
mof_unit_pretest_1090,4405.233488,2454.76198,1921.07,0.33448,0.3615,Cl-OMe,1,4,14,pcu,10.96034384,5.321057
mof_unit_pretest_1091,1942.592083,1530.876,0.0,0.0839299999999999,0.0641,CN-H,4,1,9,acs,56.57198742,7.490496
mof_unit_pretest_1092,1116.646259,755.2276400000001,974.66,0.16708,0.1488,NO2,3,14,24,pcu,35.32387192,6.64099
mof_unit_pretest_1093,3910.91887,4171.738,123.81,0.08714,0.0492,CN-Br,4,1,11,acs,82.12782092,9.455106
mof_unit_pretest_1094,2262.061224,895.90004,3275.03,0.37191,0.5655,Et,2,2,9,pcu,8.993578458,4.746018
mof_unit_pretest_1095,1644.67957,800.7196799999999,2282.57,0.27947,0.3457,CN-OPr,2,4,23,pcu,11.4073453,5.537732
mof_unit_pretest_1096,2583.243268,1808.53146,0.0,0.10605,0.0912,OH-Cl,12,9,22,bcu,52.967047,8.552204
mof_unit_pretest_1097,2024.738801,1611.28812,1069.97,0.2204699999999999,0.1668,Cl-SO3H,3,1,27,pcu,32.43282163,7.462666
mof_unit_pretest_1098,1819.902134,1105.59864,504.72,0.1552599999999999,0.1539,CN-Ph,3,10,29,pcu,63.26679622,8.072627
mof_unit_pretest_1099,1176.507426,879.468976,760.8,0.16013,0.129,HCO-F,2,11,14,pcu,40.66651796,6.572966
mof_unit_pretest_1100,3149.903608,1209.7548,3115.5,0.42157,0.661,NH2-OMe,3,7,14,pcu,10.24609613,5.0343230000000005
mof_unit_pretest_1101,1651.044062,1220.4396800000002,579.88,0.157,0.1279,OH,4,1,5,acs,37.12731037,6.417873999999999
mof_unit_pretest_1102,2026.915273,892.85634,2878.23,0.32943,0.4504,CN,2,18,22,pcu,12.95257134,4.836022
mof_unit_pretest_1103,2046.85419,1649.498576,403.61,0.08813,0.0659,OMe-Ph,10,49,51,etb,18.37112129,6.876428
mof_unit_pretest_1104,2410.063576,2326.917916,232.38,0.0588799999999999,0.0367,NH2-HCO,10,49,57,etb,63.72683738,7.982953
mof_unit_pretest_1105,1367.151525,1172.28922,625.05,0.146,0.1025,Et-Br,2,4,13,pcu,26.41305848,6.775322999999999
mof_unit_pretest_1106,1426.032846,1396.42272,0.0,0.0,0.0,CN-COOH,9,5,2,sra,13.77551227,9.239657
mof_unit_pretest_1107,1115.492369,689.53002,1440.36,0.2117,0.2062,OH-COOH,2,4,4,pcu,18.37904146,5.672262
mof_unit_pretest_1108,1953.265562,1274.54514,1051.03,0.20025,0.1848,SO3H-OMe,9,1,13,sra,22.70499827,5.780164
mof_unit_pretest_1109,3011.535657,1003.90868,4311.24,0.47773,0.863,H-COOH,2,18,23,pcu,6.237381965,5.477496
mof_unit_pretest_1110,2103.587726,1935.04988,0.0,0.06733,0.0441,NH2-NO2,4,4,4,acs,128.3038381,8.323843
mof_unit_pretest_1111,1889.697821,1283.08572,0.0,0.14207,0.126,Cl,9,11,16,sra,79.44243811,7.447592999999999
mof_unit_pretest_1112,890.180773,661.3892,0.0,0.12767,0.1035,COOH,2,1,10,pcu,39.62205007,6.891447
mof_unit_pretest_1113,4107.489963,1430.4264460000002,3236.65,0.3709,0.6414,Pr-F,3,7,18,pcu,9.353436882,5.024006
mof_unit_pretest_1114,1128.414046,592.5042599999999,2124.41,0.28494,0.3268,NHMe,2,4,11,pcu,9.982571627,5.383082
mof_unit_pretest_1115,2001.319714,831.7337200000001,2735.78,0.39055,0.5659,OEt,2,4,27,pcu,12.02728982,5.411207
mof_unit_pretest_1116,2425.962156,1207.54534,2088.87,0.28428,0.3439,OMe-COOH,3,13,23,pcu,13.42918523,5.70713
mof_unit_pretest_1117,1146.445994,1073.5695,0.0,0.1079,0.0694,Cl-OH,2,4,22,pcu,34.24445731,6.866728999999999
mof_unit_pretest_1118,2941.807073,1273.83808,2788.46,0.3011,0.4188,CN-Et,3,12,29,pcu,13.34356155,5.452585
mof_unit_pretest_1119,1218.527333,699.16452,2362.88,0.2886,0.3029,SO3H,3,5,8,pcu,17.78927078,5.464019
mof_unit_pretest_1120,2072.069298,1031.52872,2521.87,0.33393,0.4039,H-OH,12,1,10,bcu,12.89414062,5.3611580000000005
mof_unit_pretest_1121,1644.887242,1232.46218,675.86,0.14029,0.1128,Me-COOH,9,1,22,sra,39.42554867,7.0137100000000006
mof_unit_pretest_1122,3154.641971,1673.08776,1685.29,0.19963,0.2267,Ph,9,18,20,sra,35.28131810000001,6.556034
mof_unit_pretest_1123,3917.818639,1364.22836,4287.17,0.43749,0.7566,Me-OH,2,16,29,pcu,10.36130171,4.8422160000000005
mof_unit_pretest_1124,2408.03084,2215.03856,0.0,0.1084099999999999,0.071,SO3H,3,12,12,pcu,93.91535011,8.976153
mof_unit_pretest_1125,1639.138935,1535.27604,606.07,0.13364,0.0859,Br-SO3H,3,13,15,pcu,69.81273538,8.364813999999999
mof_unit_pretest_1126,1776.431522,875.2520400000001,2430.34,0.36667,0.4482,NO2,3,4,8,pcu,12.74563376,5.345887
mof_unit_pretest_1127,1105.969426,754.56028,883.58,0.16275,0.1437,OH-NO2,2,14,24,pcu,28.70939502,6.060526
mof_unit_pretest_1128,3692.45265,1711.44586,2019.89,0.26576,0.3453,OPr-CN,3,7,16,pcu,10.8228143,5.444365
mof_unit_pretest_1129,2062.937116,1178.50884,1513.79,0.2290699999999999,0.2415,CN-Ph,9,11,13,sra,16.26108235,5.911372
mof_unit_pretest_1130,1718.033964,1057.76784,680.5,0.1191,0.1165,NH2-Ph,3,12,23,pcu,34.66647289,7.045599
mof_unit_pretest_1131,1691.5158149999995,887.4299199999999,1491.58,0.215,0.2468,Et,3,5,28,pcu,33.75377682,6.933938
mof_unit_pretest_1132,1342.534342,669.22122,2305.49,0.32305,0.3903,HCO,3,4,13,pcu,11.26205432,5.372558000000001
mof_unit_pretest_1133,1111.034316,783.72892,0.0,0.0758799999999999,0.0648,OEt,2,4,9,pcu,37.34411996,7.863874000000001
mof_unit_pretest_1134,3967.903875,3438.19064,0.0,0.07263,0.0505,SO3H,4,4,15,acs,72.89315554,8.773211
mof_unit_pretest_1135,2915.52138,1215.57372,3324.78,0.39789,0.5747,OH-H,3,4,29,pcu,13.39870011,5.150144999999999
mof_unit_pretest_1136,2252.591445,1119.64648,2590.85,0.34855,0.4223,NO2,2,13,17,pcu,17.74419612,5.510686
mof_unit_pretest_1137,4915.406106,2405.97844,1783.13,0.23128,0.2845,OPr-NH2,4,7,25,acs,21.27896505,5.771793
mof_unit_pretest_1138,2378.37421,1378.39668,1286.77,0.2264,0.2353,OPr-Cl,9,11,17,sra,18.34232425,5.783162
mof_unit_pretest_1139,1609.894796,2155.4764800000003,0.0,0.0,0.0,OH-I,9,5,16,sra,26.60454166,8.736028
mof_unit_pretest_1140,2011.396585,895.37724,2598.77,0.39045,0.5282,CN,3,14,27,pcu,16.00014627,5.787796
mof_unit_pretest_1141,1622.245019,1298.6063800000002,0.0,0.05064,0.0381,H-OMe,9,4,24,sra,20.16367644,7.269208
mof_unit_pretest_1142,2294.730362,1023.70372,2324.67,0.34354,0.4637,OMe-Et,3,2,15,pcu,8.779364898999999,6.006427
mof_unit_pretest_1143,10324.066762,3745.22592,3484.82,0.40637,0.6746,OH-Et,12,2,18,bcu,11.5198812,5.26537
mof_unit_pretest_1144,2210.443521,1578.92184,0.0,0.09354,0.0789,Me-NHMe,3,4,4,pcu,93.62692262,9.128311
mof_unit_pretest_1145,1602.805818,731.7389400000001,2622.01,0.31144,0.4108,OPr,2,22,25,pcu,15.6628668,5.81803
mof_unit_pretest_1146,925.665734,621.13536,855.26,0.15168,0.1361,OH,3,10,18,pcu,41.80513169,7.050778
mof_unit_pretest_1147,2793.858919,1532.69322,1835.26,0.2423199999999999,0.266,HCO,9,10,28,sra,34.64368635,6.5620460000000005
mof_unit_pretest_1148,1051.5383359999998,759.23284,285.02,0.10243,0.0854,CN-NH2,3,10,23,pcu,36.74820837,6.903366
mof_unit_pretest_1149,1617.735207,1088.3816,1159.75,0.21623,0.1935,SO3H,9,4,12,sra,20.11765969,5.8868480000000005
mof_unit_pretest_1150,727.794629,589.0968,0.0,0.11157,0.083,CN,3,10,15,pcu,41.10749129,8.232805
mof_unit_pretest_1151,2369.006948,1596.98256,861.79,0.14404,0.1287,OH-Me,9,17,22,sra,35.240230100000005,6.709480999999999
mof_unit_pretest_1152,4350.597097999999,2464.9753600000004,1316.6,0.20059,0.2132,Et,1,9,15,pcu,23.35914928,5.683873999999999
mof_unit_pretest_1153,2601.339641,1001.78586,3031.59,0.36754,0.5748,Pr-H,3,2,16,pcu,12.65400187,5.60356
mof_unit_pretest_1154,6054.521411,3014.85924,1389.12,0.19989,0.2417,OPr-H,4,3,7,acs,24.52408087,7.211618
mof_unit_pretest_1155,1092.434087,717.416,1631.32,0.2347699999999999,0.2153,NO2-H,2,10,26,pcu,18.70499096,5.767377
mof_unit_pretest_1156,3426.741711,1396.754,2906.85,0.40163,0.5934,OH,9,17,23,sra,12.34605359,5.071004
mof_unit_pretest_1157,1514.502581,1305.05268,0.0,0.15503,0.1083,Et-I,3,1,18,pcu,32.92155381,7.365941999999999
mof_unit_pretest_1158,3009.293624,930.90432,4405.54,0.5023,0.9779,NH2,2,18,23,pcu,8.947137692,4.80544
mof_unit_pretest_1159,1699.6467690000002,751.36812,2726.91,0.3432199999999999,0.4675,NHMe,3,24,26,pcu,10.68249154,5.235863
mof_unit_pretest_1160,5073.225986,2580.51698,1616.7,0.26371,0.3122,OPr,3,9,9,nbo,19.35945195,6.231281
mof_unit_pretest_1161,3346.002908,1221.92564,3306.58,0.42111,0.6944,Ph-H,3,2,25,pcu,9.096776345,5.362549
mof_unit_pretest_1162,2077.838913,2104.0391600000003,0.0,0.0,0.0,Cl-OMe,4,12,15,acs,18.75322418,9.38317
mof_unit_pretest_1163,1504.187249,1003.84276,1151.51,0.2020799999999999,0.1824,OEt-SO3H,2,14,20,pcu,23.09588438,6.364946
mof_unit_pretest_1164,3897.782177000001,3645.16625,355.15,0.09228,0.0594,OH-F,4,1,14,acs,71.10095135,7.263717
mof_unit_pretest_1165,1935.519445,1496.85648,0.0,0.09659,0.0752,OH,4,1,9,acs,86.490165,7.690898
mof_unit_pretest_1166,2032.90462,943.41696,2417.07,0.36862,0.4783,NHMe-NO2,3,14,27,pcu,10.85504328,5.372849
mof_unit_pretest_1167,1631.282399,1047.5858460000002,1504.99,0.22675,0.2126,F-HCO,2,16,19,pcu,20.77058462,6.010279
mof_unit_pretest_1168,1330.6344,665.59628,2274.67,0.30249,0.3642,H-Et,2,4,13,pcu,19.17086527,5.363601
mof_unit_pretest_1169,1107.795081,607.47254,1946.63,0.28204,0.3097,COOH,2,4,12,pcu,15.72325421,5.236675
mof_unit_pretest_1170,897.662939,717.416,0.0,0.12949,0.0976,NO2,2,4,10,pcu,40.82528489,7.204699000000001
mof_unit_pretest_1171,3901.211559,2969.77152,0.0,0.0739,0.0585,H-OEt,4,11,15,acs,69.38344342,7.355204
mof_unit_pretest_1172,5735.326195000001,3927.247872,956.05,0.23558,0.2072,NO2,10,56,56,etb,14.12656475,5.8034930000000005
mof_unit_pretest_1173,1975.947112,1836.12862,0.0,0.02068,0.0134,H-CN,4,14,22,acs,44.46359484,7.881083999999999
mof_unit_pretest_1174,3047.580474,2205.7564,0.0,0.0,0.0,Ph-OMe,9,13,25,sra,15.54828076,10.517676
mof_unit_pretest_1175,5524.494822,2974.29692,1249.59,0.21379,0.2391,Pr-NO2,4,7,7,acs,36.79978469,6.85762
mof_unit_pretest_1176,2267.274979,1087.76212,2687.7,0.33011,0.4144,H-OH,2,16,23,pcu,19.77442275,5.512866000000001
mof_unit_pretest_1177,2070.0724760000003,1560.6078,0.0,0.11,0.0879,COOH-SO3H,9,11,13,sra,45.95117934,7.322832000000001
mof_unit_pretest_1178,2557.674573,1427.950173,0.0,0.23508,0.2536,OH-F,12,9,12,bcu,20.82960975,5.679384
mof_unit_pretest_1179,4193.320839,2011.814216,1933.18,0.39039,0.49,Et-SO3H,10,43,54,etb,17.7529553,6.259151
mof_unit_pretest_1180,1747.123612,901.53932,1782.24,0.23459,0.2738,OPr-OEt,3,14,26,pcu,20.48678147,5.773726
mof_unit_pretest_1181,1655.036258,1531.251,0.0,0.12634,0.0822,COOH-Br,4,5,24,acs,30.82256327,7.579503999999999
mof_unit_pretest_1182,2903.072447,1140.14624,2831.43,0.38176,0.5854,OPr,2,13,27,pcu,13.78811043,5.0163150000000005
mof_unit_pretest_1183,5098.563365,2499.614186,2357.71,0.3123599999999999,0.3837,Et-F,12,4,11,bcu,15.47077013,5.186828
mof_unit_pretest_1184,1003.603761,659.42936,0.0,0.14757,0.1353,H-CN,2,10,25,pcu,21.42388644,5.8867650000000005
mof_unit_pretest_1185,704.705636,585.11492,0.0,0.0600299999999999,0.0435,NH2,3,10,24,pcu,16.71680542,7.387523
mof_unit_pretest_1186,1130.709615,753.2601099999999,909.8,0.16066,0.1452,OEt-F,3,4,11,pcu,34.52360594,6.508758
mof_unit_pretest_1187,1683.1251989999998,1496.36444,0.0,0.10171,0.0689,Br-COOH,4,4,5,acs,46.8686824,7.087443
mof_unit_pretest_1188,1588.732088,961.860806,0.0,0.11433,0.1137,OEt-F,2,24,25,pcu,29.65995034,8.171177
mof_unit_pretest_1189,3277.228928,1536.53756,1995.7,0.257,0.3301,Ph-OPr,2,16,28,pcu,19.62013601,5.638662999999999
mof_unit_pretest_1190,7116.556455,2147.53096,3699.01,0.51859,1.0349,Me,3,18,18,pcu,9.145921934,5.124709999999999
mof_unit_pretest_1191,1234.736901,867.76076,590.05,0.10439,0.0895,HCO,2,9,19,pcu,38.33684018,7.990672999999999
mof_unit_pretest_1192,2054.538603,1047.29804,2342.12,0.34744,0.4105,COOH-NO2,3,1,3,pcu,15.2584265,5.587823
mof_unit_pretest_1193,2259.7717030000003,1667.8563800000002,268.51,0.09482,0.0774,NO2-Me,9,2,17,sra,55.30330738,8.261766999999999
mof_unit_pretest_1194,897.3595789999999,587.094323,1346.8,0.20584,0.1895,HCO-F,3,4,10,pcu,29.04218488,6.203376
mof_unit_pretest_1195,1345.351255,960.5485,722.71,0.1344,0.1134,NHMe-Cl,2,14,16,pcu,70.02247356,7.338298
mof_unit_pretest_1196,898.7852939999999,582.42332,1361.58,0.21073,0.1958,NO2,2,4,10,pcu,30.98706977,6.103112
mof_unit_pretest_1197,1281.065769,651.211,2443.28,0.30633,0.3629,Me,3,10,27,pcu,18.60114988,5.708494
mof_unit_pretest_1198,1683.974666,1542.453752,0.0,0.09957,0.0655,F-OH,4,4,5,acs,63.23685466,8.535609
mof_unit_pretest_1199,1481.813646,821.2013599999999,1843.59,0.29362,0.3191,NO2,3,12,18,pcu,14.32158082,5.28532
mof_unit_pretest_1200,3855.856855,1723.59232,2738.7,0.34623,0.4664,OEt,2,13,13,pcu,12.025693,5.343994
mof_unit_pretest_1201,3863.684413,2004.12392,1617.5,0.2312,0.2684,Me-OEt,2,13,13,pcu,26.27340795,6.270192
mof_unit_pretest_1202,7151.679123999999,3044.03344,2831.84,0.3769699999999999,0.5334,OEt-NO2,3,18,18,pcu,17.37076944,5.028302
mof_unit_pretest_1203,4378.394941,2113.10704,2447.75,0.35812,0.4469,OH-SO3H,9,18,27,sra,26.14088053,6.538443
mof_unit_pretest_1204,2226.829498,1251.88852,1603.57,0.234,0.2507,COOH-NH2,2,16,25,pcu,20.66057834,6.172118
mof_unit_pretest_1205,2060.201946,1368.46536,0.0,0.1191599999999999,0.108,CN,9,16,19,sra,57.73112584,7.902037
mof_unit_pretest_1206,1547.450278,1737.11035,0.0,0.11903,0.0639,I-OEt,2,16,22,pcu,35.69670694,7.134663000000001
mof_unit_pretest_1207,5189.446782,2314.30084,2087.28,0.35788,0.4833,NHMe-Me,2,15,22,nbo,12.80179051,5.284123
mof_unit_pretest_1208,2003.09744,1574.97668,524.75,0.1141,0.0874,NH2,4,4,4,acs,69.55563724,9.205128
mof_unit_pretest_1209,2498.781325,1026.5038,3426.34,0.36874,0.5405,CN-Me,3,11,28,pcu,10.00759006,4.628399
mof_unit_pretest_1210,2030.640308,1016.00396,1805.53,0.23886,0.2875,OH-OPr,2,18,22,pcu,17.35060817,5.918788
mof_unit_pretest_1211,2034.07834,849.42016,3105.25,0.3230699999999999,0.4659,OH-OPr,3,6,10,pcu,14.37964832,5.665593
mof_unit_pretest_1212,1525.0469369999998,911.10752,1613.84,0.28321,0.2855,Cl-OH,3,4,18,pcu,20.976511,5.960334
mof_unit_pretest_1213,1667.902993,759.66292,2480.57,0.33047,0.437,Me-OH,2,1,6,pcu,10.90656381,5.530532
mof_unit_pretest_1214,5355.485467,4191.16792,0.0,0.07449,0.0573,Cl-OPr,12,22,22,bcu,30.03363119,7.201503
mof_unit_pretest_1215,2435.690212,1452.78548,1903.15,0.33931,0.3426,Cl-OH,3,16,17,pcu,15.27987106,5.351931
mof_unit_pretest_1216,1226.161574,827.34172,912.39,0.1503799999999999,0.1342,NHMe-NO2,3,4,19,pcu,58.61357220000001,6.547949
mof_unit_pretest_1217,741.391847,467.01368,1249.08,0.20335,0.1944,Me,3,5,12,pcu,20.52099975,5.57929
